order_id,order_date,customer_id,customer_segment,customer_city,customer_country,warehouse_id,warehouse_city,product_category,product_weight_kg,order_value_usd,shipping_method,carrier,distance_km,promised_delivery_days,actual_delivery_days,delivery_status,late_delivery,delivery_delay_days,shipping_cost_usd,package_size,payment_method,order_priority,weather_condition,customer_rating,return_requested,return_reason,delivery_attempts,warehouse_processing_hours,tracking_status
ORD-042065,24-08-2026,CUS-001324,Consumer,Edmonton,Canada,WH-006,Berlin,Electronics,0.1,13.19,Standard,ParcelPro,2216.2,5,5,Delivered,No,0,46.81,Small,Digital Wallet,High,Rain,5,No,None,1,6.9,Delivered
ORD-042066,13-03-2026,CUS-000381,Enterprise,Lahore,Pakistan,WH-004,Toronto,Office Supplies,1.02,57.19,International,EagleCourier,6246.6,13,21,Delivered,Yes,8,388.72,Medium,Debit Card,Normal,Snow,3,No,None,1,13.3,Delivered
ORD-042067,08-01-2026,CUS-000651,Consumer,Barcelona,Spain,WH-001,New York,Home & Kitchen,0.1,143.13,Express,FastTrack Logistics,1524.7,3,3,Delivered,No,0,45.15,Small,PayPal,Urgent,Cloudy,4,No,None,1,2,Delivered
ORD-042068,29-12-2026,CUS-001124,Consumer,Austin,United States,WH-001,New York,Fashion,1.3,10,Economy,GlobalExpress,2329.3,9,14,Delayed,Yes,5,41.34,Medium,Debit Card,Low,Snow,2,Yes,Wrong Item,1,43.3,In Transit
ORD-042069,01-12-2026,CUS-004656,Enterprise,Sharjah,United Arab Emirates,WH-001,New York,Fashion,0.67,146.12,International,SwiftShip,5673.1,13,14,Delivered,Yes,1,363.57,Medium,Credit Card,Normal,Clear,3,Yes,Late Delivery,1,15.8,Delivered
ORD-042070,27-02-2026,CUS-006041,Consumer,Medina,Saudi Arabia,WH-001,New York,Health & Personal Care,0.55,32.48,International,SwiftShip,4649.7,12,14,Delivered,Yes,2,265.56,Medium,PayPal,Normal,Cloudy,3,No,None,2,17.9,Delivered
ORD-042071,12-06-2026,CUS-003580,Consumer,Bangalore,India,WH-003,Chicago,Office Supplies,0.71,27.34,Express,EagleCourier,5050.9,5,6,Delivered,Yes,1,235.11,Medium,Cash on Delivery,High,Rain,3,Yes,Changed Mind,1,2.1,Delivered
ORD-042072,19-12-2026,CUS-002400,Small Business,Frankfurt,Germany,WH-004,Toronto,Home & Kitchen,2.4,13.91,Standard,SpeedyCargo,905.4,5,4,Delivered,No,0,43.16,Large,Credit Card,High,Clear,4,No,None,1,4.6,Delivered
ORD-042073,06-05-2026,CUS-003214,Consumer,Rotterdam,Netherlands,WH-003,Chicago,Beauty,0.12,18.33,Standard,GlobalExpress,1002.8,5,6,Delivered,Yes,1,24.59,Small,Credit Card,Normal,Rain,1,No,None,1,3.5,Delivered
ORD-042074,25-06-2026,CUS-005929,Small Business,Adelaide,Australia,WH-002,Los Angeles,Office Supplies,0.1,190.15,Standard,EagleCourier,361.7,4,4,Delivered,No,0,11.16,Small,Debit Card,Normal,Clear,4,No,None,2,4.9,Delivered
ORD-042075,13-10-2026,CUS-002121,Enterprise,Houston,United States,WH-010,Singapore,Automotive,15.44,463.99,Standard,EagleCourier,3577.7,6,7,Delivered,Yes,1,212.79,Oversized,PayPal,High,Clear,1,No,None,1,6.3,Delivered
ORD-042076,30-03-2026,CUS-001863,Premium,Sheffield,United Kingdom,WH-009,Dubai,Electronics,0.8,1385.11,International,FastTrack Logistics,2120.8,11,10,Delivered,No,0,119.8,Medium,PayPal,High,Clear,5,No,None,1,3.5,Delivered
ORD-042077,30-04-2026,CUS-006283,Consumer,San Antonio,United States,WH-002,Los Angeles,Fashion,0.49,77.33,Standard,SwiftShip,1518.2,5,6,Delayed,Yes,1,33.1,Small,Debit Card,Normal,Clear,1,No,None,2,21.1,In Transit
ORD-042078,24-12-2026,CUS-003991,Consumer,Sharjah,United Arab Emirates,WH-006,Berlin,Books,0.66,35.33,International,BlueRoute,3016.2,12,16,Delivered,Yes,4,180.16,Medium,PayPal,Normal,Cloudy,2,No,None,1,29,Delivered
ORD-042079,27-03-2026,CUS-006221,Consumer,Phoenix,United States,WH-006,Berlin,Grocery,2.68,101.19,International,GlobalExpress,4923.7,12,16,Delivered,Yes,4,396.49,Large,PayPal,High,Cloudy,3,No,None,1,11.4,Delivered
ORD-042080,01-04-2026,CUS-002696,Small Business,Valencia,Spain,WH-007,Paris,Health & Personal Care,0.68,25.28,Standard,EagleCourier,1932.3,5,4,In Transit,No,0,53.46,Medium,Cash on Delivery,Normal,Clear,4,No,None,1,7.1,In Transit
ORD-042081,11-10-2026,CUS-005553,Consumer,Osaka,Japan,WH-001,New York,Books,0.68,17.56,Economy,BlueRoute,922.3,9,9,Delivered,No,0,19.82,Medium,Credit Card,High,Clear,4,No,None,1,10.3,Delivered
ORD-042082,21-04-2026,CUS-005705,Consumer,Osaka,Japan,WH-005,London,Sports & Fitness,3.99,137.96,Standard,EagleCourier,445.4,4,4,Delivered,No,0,24.78,Large,PayPal,Low,Clear,4,No,None,1,16.7,Delivered
ORD-042083,27-05-2026,CUS-002036,Small Business,Riyadh,Saudi Arabia,WH-008,Sydney,Pet Supplies,0.1,87.73,Standard,EagleCourier,2505.9,6,7,Delivered,Yes,1,54.97,Small,Bank Transfer,High,Storm,3,No,None,1,2.3,Delivered
ORD-042084,13-01-2026,CUS-002304,Small Business,Berlin,Germany,WH-002,Los Angeles,Grocery,1.45,38.87,International,GlobalExpress,2295.7,11,19,Delivered,Yes,8,119.27,Medium,Debit Card,Low,Storm,2,No,None,1,7.8,Delivered
ORD-042085,06-04-2026,CUS-005876,Consumer,Sheffield,United Kingdom,WH-003,Chicago,Home & Kitchen,4.44,184.06,International,SpeedyCargo,1083.6,11,11,Delivered,No,0,139.8,Oversized,PayPal,High,Clear,5,No,None,2,13,Delivered
ORD-042086,11-04-2026,CUS-002559,Consumer,Glasgow,United Kingdom,WH-010,Singapore,Home & Kitchen,0.1,216.91,Standard,SwiftShip,646.8,4,4,Delivered,No,0,20.66,Small,Cash on Delivery,High,Cloudy,4,No,None,1,8.2,Delivered
ORD-042087,13-09-2026,CUS-005022,Consumer,Dallas,United States,WH-002,Los Angeles,Electronics,1.5,681.01,Economy,SwiftShip,2834,10,9,Delivered,No,0,55.93,Medium,PayPal,Normal,Clear,4,Yes,Damaged Package,1,14.1,Delivered
ORD-042088,14-10-2026,CUS-002575,Consumer,Karachi,Pakistan,WH-009,Dubai,Automotive,0.1,188.65,Express,EagleCourier,1634,3,3,Delivered,No,0,55.28,Small,Digital Wallet,Normal,Cloudy,5,Yes,Product Defect,1,12.3,Delivered
ORD-042089,29-05-2026,CUS-005768,Consumer,Rome,Italy,WH-009,Dubai,Home & Kitchen,12.36,169.72,Same Day,FastTrack Logistics,1822.6,2,2,In Transit,No,0,239.38,Oversized,Credit Card,High,Snow,4,No,None,1,11.9,In Transit
ORD-042090,12-01-2026,CUS-002394,Small Business,Austin,United States,WH-008,Sydney,Pet Supplies,2.06,123.27,Express,EagleCourier,844.3,2,2,In Transit,No,0,56.6,Large,Digital Wallet,Normal,Cloudy,5,No,None,1,20.8,In Transit
ORD-042091,24-05-2026,CUS-003877,Consumer,Nantes,France,WH-008,Sydney,Books,0.58,47.68,Express,FastTrack Logistics,564.6,2,2,Delivered,No,0,30.83,Medium,Credit Card,High,Cloudy,4,No,None,1,11,Delivered
ORD-042092,25-03-2026,CUS-004284,Small Business,Austin,United States,WH-002,Los Angeles,Health & Personal Care,0.96,80.21,International,ParcelPro,4854.3,12,12,Delivered,No,0,286.85,Medium,Debit Card,High,Cloudy,4,No,None,1,2.4,Delivered
ORD-042093,07-04-2026,CUS-005970,Small Business,Nice,France,WH-005,London,Health & Personal Care,0.1,13.39,International,SwiftShip,1730,11,10,Delivered,No,0,77.11,Small,Credit Card,High,Clear,4,No,None,1,8.2,Delivered
ORD-042094,12-08-2026,CUS-002661,Consumer,Edmonton,Canada,WH-001,New York,Fashion,1.04,46.32,International,PrimeDelivery,3438,12,15,Delivered,Yes,3,275.19,Large,Debit Card,Normal,Clear,3,No,None,2,19.2,Delivered
ORD-042095,03-05-2026,CUS-001814,Consumer,Singapore,Singapore,WH-006,Berlin,Grocery,3.84,91.99,International,BlueRoute,4990.9,12,14,Delivered,Yes,2,402.96,Large,Bank Transfer,Normal,Cloudy,2,No,None,1,10.3,Delivered
ORD-042096,01-12-2026,CUS-004638,Consumer,Quebec City,Canada,WH-006,Berlin,Electronics,0.1,293.72,Express,PrimeDelivery,4121.3,4,5,Delivered,Yes,1,146.21,Small,Credit Card,Normal,Cloudy,4,No,None,1,26,Delivered
ORD-042097,14-09-2026,CUS-002814,Consumer,Adelaide,Australia,WH-002,Los Angeles,Health & Personal Care,0.38,10,Express,PrimeDelivery,4734.5,4,7,Delivered,Yes,3,160.99,Small,Cash on Delivery,Normal,Rain,3,No,None,1,13.3,Delivered
ORD-042098,19-04-2026,CUS-005617,Consumer,Hamburg,Germany,WH-002,Los Angeles,Automotive,5.13,13.75,Standard,ParcelPro,2165.6,5,5,In Transit,No,0,84.9,Large,Debit Card,High,Clear,4,No,None,1,9.9,In Transit
ORD-042099,07-10-2026,CUS-002991,Premium,Perth,Australia,WH-005,London,Fashion,1.17,17.21,International,PrimeDelivery,4993.3,12,15,Delivered,Yes,3,278.51,Medium,Bank Transfer,Normal,Clear,3,No,None,1,19.1,Delivered
ORD-042100,24-06-2026,CUS-001858,Consumer,Phoenix,United States,WH-001,New York,Books,0.1,49.66,Standard,ParcelPro,1564.5,5,5,Delivered,No,0,43.41,Medium,Credit Card,High,Cloudy,5,Yes,Late Delivery,1,9,Delivered
ORD-042101,16-03-2026,CUS-001990,Consumer,Montreal,Canada,WH-006,Berlin,Electronics,1.51,14.21,Express,ParcelPro,2308.3,3,3,Delivered,No,0,90.24,Medium,Digital Wallet,Normal,Clear,4,No,None,1,29,Delivered
ORD-042102,26-06-2026,CUS-002287,Consumer,Winnipeg,Canada,WH-002,Los Angeles,Fashion,1.03,245.13,International,GlobalExpress,2249.3,11,14,Delivered,Yes,3,113.34,Medium,Bank Transfer,High,Rain,3,No,None,1,10.4,Delivered
ORD-042103,17-09-2026,CUS-000906,Consumer,Abu Dhabi,United Arab Emirates,WH-009,Dubai,Grocery,0.1,10.11,Standard,ParcelPro,1710.8,5,5,Delivered,No,0,34.37,Small,Credit Card,High,Cloudy,5,No,None,1,14.1,Delivered
ORD-042104,26-11-2026,CUS-005587,Consumer,Delhi,India,WH-003,Chicago,Fashion,0.99,116.26,Standard,SwiftShip,6804.3,8,8,Delivered,No,0,215.19,Medium,Debit Card,Urgent,Cloudy,4,No,None,1,3.9,Delivered
ORD-042105,13-06-2026,CUS-003465,Consumer,Toronto,Canada,WH-005,London,Home & Kitchen,4.9,225.17,Express,FastTrack Logistics,5570.3,5,6,Delivered,Yes,1,343.73,Large,Cash on Delivery,Normal,Cloudy,3,No,None,2,22.2,Delivered
ORD-042106,10-05-2026,CUS-004310,Enterprise,Delhi,India,WH-005,London,Office Supplies,0.1,87.02,Standard,ParcelPro,2077.1,5,5,Delivered,No,0,44.52,Small,Debit Card,High,Clear,5,No,None,1,7.2,Delivered
ORD-042107,12-05-2026,CUS-003309,Small Business,Utrecht,Netherlands,WH-002,Los Angeles,Grocery,2.24,176.95,Standard,EagleCourier,1721.6,5,4,Delivered,No,0,58.77,Large,Debit Card,High,Clear,4,No,None,2,5,Delivered
ORD-042108,03-01-2026,CUS-005155,Consumer,Delhi,India,WH-006,Berlin,Home & Kitchen,0.1,298.61,International,EagleCourier,4380.7,12,15,Delivered,Yes,3,226.03,Small,Bank Transfer,Normal,Rain,3,Yes,Damaged Package,1,29.3,Delivered
ORD-042109,02-06-2026,CUS-004724,Consumer,Abu Dhabi,United Arab Emirates,WH-007,Paris,Home & Kitchen,0.1,118.06,International,SpeedyCargo,5879.9,13,13,Delivered,No,0,277.72,Small,Debit Card,Low,Clear,5,No,None,1,24.3,Delivered
ORD-042110,02-05-2026,CUS-002345,Consumer,Philadelphia,United States,WH-001,New York,Electronics,1.07,1198.89,Same Day,BlueRoute,3764,2,4,Delivered,Yes,2,262.21,Medium,PayPal,Low,Storm,2,Yes,Changed Mind,1,40.6,Delivered
ORD-042111,18-06-2026,CUS-004699,Enterprise,New York,United States,WH-006,Berlin,Books,0.81,17.64,Express,EagleCourier,206,2,2,Delayed,No,0,18.66,Medium,PayPal,Normal,Clear,3,No,None,1,28.9,In Transit
ORD-042112,05-01-2026,CUS-000851,Consumer,Sheffield,United Kingdom,WH-001,New York,Health & Personal Care,0.46,54.22,International,EagleCourier,1930.2,11,12,Delivered,Yes,1,90.35,Medium,PayPal,Low,Rain,3,No,None,1,22.5,Delivered
ORD-042113,22-11-2026,CUS-005126,Enterprise,Winnipeg,Canada,WH-002,Los Angeles,Fashion,1.17,301.07,Economy,GlobalExpress,3149.3,10,13,Delivered,Yes,3,87.06,Large,Credit Card,Low,Rain,2,No,None,1,29,Delivered
ORD-042114,28-09-2026,CUS-003076,Enterprise,Brisbane,Australia,WH-006,Berlin,Fashion,1,258.27,International,BlueRoute,7011.4,14,17,Delivered,Yes,3,399.64,Medium,Credit Card,High,Rain,4,No,None,1,6.9,Delivered
ORD-042115,01-05-2026,CUS-001795,Enterprise,London,United Kingdom,WH-007,Paris,Automotive,19.76,17.14,Express,EagleCourier,164.6,2,1,Delivered,No,0,56.77,Oversized,Debit Card,Urgent,Cloudy,3,No,None,1,4.3,Delivered
ORD-042116,10-11-2026,CUS-005024,Consumer,Lyon,France,WH-008,Sydney,Office Supplies,1.99,81.51,Standard,SpeedyCargo,628.3,4,4,Delivered,No,0,35.02,Large,Credit Card,Normal,Clear,5,No,None,1,23.4,Delivered
ORD-042117,24-09-2026,CUS-001729,Enterprise,Montreal,Canada,WH-005,London,Sports & Fitness,2.29,179.42,International,FastTrack Logistics,4092.1,12,14,Delivered,Yes,2,317.55,Large,Bank Transfer,High,Rain,3,Yes,Damaged Package,1,14.4,Delivered
ORD-042118,26-06-2026,CUS-000537,Small Business,Phoenix,United States,WH-002,Los Angeles,Beauty,0.12,95.36,Economy,ParcelPro,521.3,8,9,Delayed,Yes,1,12.11,Small,Digital Wallet,Normal,Extreme Heat,1,No,None,1,9,Exception
ORD-042119,21-03-2026,CUS-002225,Premium,Manchester,United Kingdom,WH-009,Dubai,Automotive,34.21,282.86,Standard,EagleCourier,473.9,4,4,Delivered,No,0,55.79,Oversized,Cash on Delivery,High,Cloudy,4,No,None,1,13.6,Delivered
ORD-042120,02-07-2026,CUS-001850,Consumer,Pune,India,WH-001,New York,Home & Kitchen,1.93,142.99,International,PrimeDelivery,1003,11,13,Delivered,Yes,2,71.47,Medium,Credit Card,Normal,Cloudy,4,No,None,1,14.6,Delivered
ORD-042121,28-04-2026,CUS-002838,Consumer,Paris,France,WH-007,Paris,Home & Kitchen,0.1,418.26,Standard,ParcelPro,54.5,4,4,Delivered,No,0,5.89,Small,Debit Card,Normal,Extreme Heat,5,No,None,1,26.1,Delivered
ORD-042122,30-10-2026,CUS-005975,Consumer,Austin,United States,WH-003,Chicago,Grocery,0.1,64.43,Same Day,ParcelPro,3812.8,2,3,Delivered,Yes,1,238.94,Small,Digital Wallet,High,Storm,2,No,None,1,14.5,Delivered
ORD-042123,01-09-2026,CUS-004943,Consumer,Singapore,Singapore,WH-003,Chicago,Automotive,0.1,259.89,International,SwiftShip,2043.7,11,15,Delivered,Yes,4,82.19,Small,Credit Card,Low,Rain,3,Yes,Product Defect,1,12.1,Delivered
ORD-042124,16-06-2026,CUS-003906,Consumer,Riyadh,Saudi Arabia,WH-001,New York,Fashion,1.64,82.62,Standard,EagleCourier,2291.6,6,6,Delivered,No,0,57.02,Medium,PayPal,High,Cloudy,5,No,None,1,6.9,Delivered
ORD-042125,08-11-2026,CUS-003257,Consumer,Adelaide,Australia,WH-009,Dubai,Electronics,1.35,931.68,Standard,SpeedyCargo,5271.9,8,11,In Transit,Yes,3,167.01,Medium,Debit Card,Normal,Extreme Heat,3,No,None,1,21.7,In Transit
ORD-042126,19-12-2026,CUS-004088,Small Business,Singapore,Singapore,WH-004,Toronto,Electronics,3.51,2049.79,Express,EagleCourier,3058.4,4,7,Delivered,Yes,3,177.16,Large,Digital Wallet,Normal,Snow,3,No,None,1,26.7,Delivered
ORD-042127,28-09-2026,CUS-001675,Consumer,Marseille,France,WH-001,New York,Automotive,24.16,120.68,International,SpeedyCargo,1619.8,11,10,Delivered,No,0,229.83,Oversized,Digital Wallet,High,Clear,4,No,None,2,3.9,Delivered
ORD-042128,28-06-2026,CUS-005821,Small Business,Houston,United States,WH-003,Chicago,Health & Personal Care,1.09,35.5,International,GlobalExpress,4264,12,15,Delayed,Yes,3,280.28,Medium,Credit Card,Normal,Cloudy,2,No,None,1,28.7,Exception
ORD-042129,13-04-2026,CUS-000736,Consumer,Edmonton,Canada,WH-006,Berlin,Automotive,0.1,378.3,Express,GlobalExpress,538.2,2,2,Delivered,No,0,25.16,Small,Credit Card,Normal,Clear,5,No,None,1,9.8,Delivered
ORD-042130,29-04-2026,CUS-004703,Small Business,Austin,United States,WH-007,Paris,Fashion,1.13,51.58,Express,EagleCourier,189.4,2,3,Delivered,Yes,1,25.79,Large,Debit Card,Normal,Storm,4,No,None,1,17.2,Delivered
ORD-042131,19-08-2026,CUS-000256,Consumer,Medina,Saudi Arabia,WH-010,Singapore,Beauty,0.55,10.86,International,SpeedyCargo,1256.5,11,13,Delivered,Yes,2,68.81,Medium,Cash on Delivery,Normal,Cloudy,3,No,None,1,24.8,Delivered
ORD-042132,23-05-2026,CUS-006273,Consumer,Delhi,India,WH-002,Los Angeles,Electronics,0.74,466.56,International,SpeedyCargo,2061,11,12,Delivered,Yes,1,103.04,Medium,Credit Card,High,Rain,2,Yes,Damaged Package,1,8.9,Delivered
ORD-042133,13-03-2026,CUS-004961,Consumer,Brasilia,Brazil,WH-008,Sydney,Office Supplies,0.71,11.99,International,SwiftShip,3059.5,12,11,Delivered,No,0,186.01,Medium,Cash on Delivery,Normal,Clear,4,Yes,Wrong Item,1,28,Delivered
ORD-042134,21-05-2026,CUS-003297,Premium,Liverpool,United Kingdom,WH-010,Singapore,Books,0.1,35.88,Standard,GlobalExpress,2640.4,6,8,Delivered,Yes,2,52.56,Small,Credit Card,High,Snow,3,No,None,1,9.7,Delivered
ORD-042135,14-06-2026,CUS-000472,Consumer,Osaka,Japan,WH-007,Paris,Electronics,0.1,447.61,Standard,SwiftShip,4728.7,7,7,Delivered,No,0,119.79,Small,PayPal,Normal,Clear,4,No,None,1,6.7,Delivered
ORD-042136,09-06-2026,CUS-006264,Enterprise,Liverpool,United Kingdom,WH-001,New York,Office Supplies,0.78,240.17,Standard,SpeedyCargo,889.4,5,4,Delivered,No,0,28.11,Medium,Credit Card,High,Clear,4,No,None,1,2.9,Delivered
ORD-042137,08-03-2026,CUS-004942,Consumer,Gold Coast,Australia,WH-010,Singapore,Health & Personal Care,0.43,72.17,International,PrimeDelivery,3329.7,12,16,Delivered,Yes,4,181.45,Medium,Debit Card,Normal,Extreme Heat,2,No,None,1,10.2,Delivered
ORD-042138,16-09-2026,CUS-000788,Small Business,Vancouver,Canada,WH-002,Los Angeles,Beauty,0.94,17.29,International,GlobalExpress,3613.4,12,20,Delayed,Yes,8,193.49,Medium,PayPal,Normal,Storm,3,No,None,2,15.3,In Transit
ORD-042139,23-09-2026,CUS-000999,Small Business,Phoenix,United States,WH-007,Paris,Grocery,1.3,138.68,Express,GlobalExpress,757,2,2,Delivered,No,0,46.07,Medium,Credit Card,High,Clear,4,No,None,1,3.8,Delivered
ORD-042140,24-04-2026,CUS-003270,Small Business,Abu Dhabi,United Arab Emirates,WH-002,Los Angeles,Grocery,0.1,109.16,Economy,PrimeDelivery,3424.7,10,14,Delivered,Yes,4,51.67,Small,Credit Card,Low,Cloudy,2,Yes,Late Delivery,1,10.1,Delivered
ORD-042141,07-04-2026,CUS-004752,Consumer,Ahmedabad,India,WH-001,New York,Beauty,0.46,17.84,International,BlueRoute,1479.8,11,11,Delivered,No,0,67.27,Small,Credit Card,High,Clear,4,No,None,1,2.8,Delivered
ORD-042142,26-12-2026,CUS-001949,Consumer,Islamabad,Pakistan,WH-002,Los Angeles,Electronics,7.46,765.82,Standard,SwiftShip,2819.1,6,5,Delivered,No,0,119.94,Large,PayPal,Urgent,Clear,4,No,None,1,7.9,Delivered
ORD-042143,16-01-2026,CUS-000355,Small Business,Hyderabad,India,WH-002,Los Angeles,Electronics,0.57,1327.14,Standard,EagleCourier,1342.8,5,4,Delivered,No,0,40.03,Medium,Digital Wallet,Urgent,Clear,4,No,None,1,1.7,Delivered
ORD-042144,02-06-2026,CUS-005139,Consumer,Riyadh,Saudi Arabia,WH-010,Singapore,Electronics,0.44,1101.17,Standard,BlueRoute,644.8,4,5,Delivered,Yes,1,20.81,Small,PayPal,Normal,Snow,3,Yes,Changed Mind,1,26.7,Delivered
ORD-042145,29-01-2026,CUS-003351,Small Business,Adelaide,Australia,WH-001,New York,Health & Personal Care,0.75,88.15,Standard,GlobalExpress,1591.7,5,6,Delivered,Yes,1,52.47,Large,Digital Wallet,Normal,Cloudy,3,No,None,2,27.8,Delivered
ORD-042146,30-03-2026,CUS-003545,Small Business,Edmonton,Canada,WH-007,Paris,Grocery,2.27,83.4,Standard,PrimeDelivery,4107.3,7,9,Delivered,Yes,2,160.53,Large,Digital Wallet,High,Cloudy,3,No,None,1,12.1,Delivered
ORD-042147,11-02-2026,CUS-005777,Small Business,Montreal,Canada,WH-005,London,Toys,0.65,62.9,International,BlueRoute,991.7,10,12,Delivered,Yes,2,65.39,Medium,Digital Wallet,Normal,Extreme Heat,3,No,None,1,25.4,Delivered
ORD-042148,13-04-2026,CUS-003462,Consumer,Rome,Italy,WH-010,Singapore,Health & Personal Care,0.1,11.72,Same Day,EagleCourier,1712.6,2,2,Delivered,No,0,81.75,Small,Debit Card,High,Clear,4,No,None,1,9.6,Delivered
ORD-042149,25-07-2026,CUS-004576,Consumer,Austin,United States,WH-001,New York,Fashion,0.6,19.47,Standard,GlobalExpress,881.3,5,6,Delivered,Yes,1,28.08,Medium,Digital Wallet,High,Snow,3,No,None,2,3.7,Delivered
ORD-042150,14-04-2026,CUS-003985,Consumer,Leipzig,Germany,WH-001,New York,Electronics,0.1,1024.72,Express,EagleCourier,669.6,2,2,Delivered,No,0,29.33,Small,PayPal,Normal,Clear,5,No,None,1,7.1,Delivered
ORD-042151,28-02-2026,CUS-004682,Premium,Munich,Germany,WH-002,Los Angeles,Office Supplies,1.77,193.99,International,FastTrack Logistics,2878.1,11,12,In Transit,Yes,1,174.42,Medium,Credit Card,Normal,Clear,3,Yes,Changed Mind,1,27.6,In Transit
ORD-042152,04-05-2026,CUS-001820,Consumer,San Diego,United States,WH-004,Toronto,Home & Kitchen,2.84,256.65,Express,GlobalExpress,5430.5,5,7,Delivered,Yes,2,314.46,Large,Credit Card,Low,Clear,3,No,None,1,19.5,Delivered
ORD-042153,11-04-2026,CUS-005162,Consumer,Perth,Australia,WH-006,Berlin,Grocery,3.62,11.91,International,EagleCourier,4743.5,12,10,Delivered,No,0,409.19,Large,Debit Card,Urgent,Clear,5,No,None,1,7,Delivered
ORD-042154,06-06-2026,CUS-002987,Consumer,Mecca,Saudi Arabia,WH-001,New York,Electronics,0.54,12.04,International,EagleCourier,1201.5,11,12,In Transit,Yes,1,94.48,Large,Credit Card,Low,Rain,3,No,None,1,24,In Transit
ORD-042155,28-11-2026,CUS-000061,Enterprise,New York,United States,WH-004,Toronto,Beauty,0.42,17.41,Express,BlueRoute,3703.7,4,5,Delivered,Yes,1,125.12,Small,Bank Transfer,High,Clear,3,No,None,1,11.4,Delivered
ORD-042156,14-10-2026,CUS-002098,Consumer,Chicago,United States,WH-006,Berlin,Beauty,0.1,37.18,Express,SwiftShip,1302.4,3,3,Delivered,No,0,44.71,Small,Bank Transfer,High,Rain,4,Yes,Changed Mind,1,5.4,Delivered
ORD-042157,11-04-2026,CUS-000539,Consumer,Chicago,United States,WH-003,Chicago,Electronics,4.95,703.65,Standard,PrimeDelivery,51.4,4,4,Delivered,No,0,16.83,Large,Debit Card,Normal,Clear,4,No,None,1,7.5,Delivered
ORD-042158,26-02-2026,CUS-002986,Consumer,Toulouse,France,WH-003,Chicago,Fashion,1.68,231.27,Express,EagleCourier,3484.9,4,4,Delivered,No,0,158.12,Medium,Digital Wallet,High,Clear,4,No,None,2,4.6,Delivered
ORD-042159,18-05-2026,CUS-004657,Consumer,Yokohama,Japan,WH-003,Chicago,Pet Supplies,4,139.55,Express,PrimeDelivery,1025.7,3,5,Delivered,Yes,2,71.86,Large,Credit Card,Low,Rain,4,No,None,1,35,Delivered
ORD-042160,02-08-2026,CUS-001257,Consumer,Chicago,United States,WH-002,Los Angeles,Automotive,0.1,214.54,Express,SwiftShip,1163.6,3,3,Delivered,No,0,41.12,Small,PayPal,Normal,Rain,5,No,None,1,24.6,Delivered
ORD-042161,21-10-2026,CUS-004818,Consumer,Montreal,Canada,WH-003,Chicago,Electronics,0.1,1451.09,Express,PrimeDelivery,1562.7,3,3,Delivered,No,0,53.05,Small,Debit Card,Normal,Clear,4,No,None,1,17.4,Delivered
ORD-042162,14-03-2026,CUS-002291,Consumer,Houston,United States,WH-008,Sydney,Books,0.79,48.01,International,PrimeDelivery,4952.8,12,16,Delivered,Yes,4,314.04,Medium,Debit Card,Normal,Extreme Heat,2,No,None,1,21.6,Delivered
ORD-042163,07-11-2026,CUS-002711,Consumer,Ottawa,Canada,WH-001,New York,Books,1.13,79.58,Standard,GlobalExpress,2462.4,6,6,Delivered,No,0,73.56,Medium,Credit Card,Normal,Cloudy,4,No,None,1,25.7,Delivered
ORD-042164,18-08-2026,CUS-003234,Consumer,Toronto,Canada,WH-008,Sydney,Grocery,3.46,84.28,International,ParcelPro,3509.9,12,14,Delivered,Yes,2,279.58,Large,Debit Card,Normal,Clear,3,No,None,1,13.6,Delivered
ORD-042165,31-05-2026,CUS-005232,Small Business,Glasgow,United Kingdom,WH-001,New York,Health & Personal Care,0.82,102.43,Standard,PrimeDelivery,1601,5,5,Delivered,No,0,42.5,Medium,Credit Card,Normal,Cloudy,4,No,None,1,17.6,Delivered
ORD-042166,22-01-2026,CUS-004934,Enterprise,Sao Paulo,Brazil,WH-004,Toronto,Toys,1.03,12.84,Standard,GlobalExpress,2332.3,6,9,In Transit,Yes,3,69.82,Medium,Debit Card,Normal,Snow,2,No,None,1,15.5,In Transit
ORD-042167,22-04-2026,CUS-004824,Consumer,Riyadh,Saudi Arabia,WH-002,Los Angeles,Home & Kitchen,3.13,35.33,Standard,ParcelPro,1996,5,6,Delivered,Yes,1,91.17,Oversized,Debit Card,Normal,Clear,2,No,None,1,24.4,Delivered
ORD-042168,01-09-2026,CUS-003295,Consumer,Chicago,United States,WH-003,Chicago,Fashion,1.31,175.86,Same Day,PrimeDelivery,41.2,0,0,Delivered,No,0,25.54,Medium,PayPal,High,Snow,5,No,None,1,6.1,Delivered
ORD-042169,27-07-2026,CUS-000296,Enterprise,Kolkata,India,WH-009,Dubai,Home & Kitchen,5.93,55.38,Standard,EagleCourier,1776.8,5,6,Delivered,Yes,1,102.84,Oversized,Debit Card,Low,Cloudy,3,No,None,1,29.9,Delivered
ORD-042170,19-04-2026,CUS-002846,Consumer,Quebec City,Canada,WH-004,Toronto,Fashion,1.04,202.87,International,FastTrack Logistics,3893.5,12,11,Delivered,No,0,226.2,Medium,Debit Card,Normal,Clear,5,No,None,1,14.4,Delivered
ORD-042171,09-11-2026,CUS-003422,Consumer,Dallas,United States,WH-007,Paris,Fashion,0.85,71.83,International,SpeedyCargo,2214.5,11,13,Delivered,Yes,2,118.5,Medium,Debit Card,Low,Clear,4,Yes,Damaged Package,1,16.1,Delivered
